partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
Glutamate_byGLS2_and_SLC17A8,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,Q13002,,GRIK2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,Q13003,,GRIK3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,Q13255,,GRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,Q14416,,GRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,Q14832,,GRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,Q14833,,GRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,P41594,,GRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,O15303,,GRM6,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A7,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A8,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A1,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A2,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A3,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A6,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC1A7,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A6,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A7,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC17A8,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A1,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A2,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A3,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A6,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
Glutamate_byGLS2_and_SLC1A7,Q14831,,GRM7,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,G-protein coupled receptor,,
